iter	PRAUC	Logloss
885	0.6067693378	0.4233730179
886	0.6070283942	0.4233165366
887	0.6071410311	0.4232807141
888	0.6073499696	0.4232361052
889	0.6075579645	0.423165213
890	0.607658152	0.4231385709
891	0.6078110035	0.4230956172
892	0.6079714688	0.4230482529
893	0.6081429563	0.4229864347
894	0.6082379049	0.4229469129
895	0.6084769746	0.4228713474
896	0.6085410062	0.4228504707
897	0.6085952654	0.422826943
898	0.6086966046	0.4227935097
899	0.6088301196	0.4227453565
900	0.6088480726	0.4227335145
901	0.6090236699	0.4226710274
902	0.6091556855	0.4226250375
903	0.6093785051	0.4225605696
904	0.6095122526	0.4225250793
905	0.6096354499	0.4224864059
906	0.6098770508	0.4224129821
907	0.610037897	0.422359131
908	0.6102083137	0.4223037317
909	0.6102627313	0.4222743195
910	0.6104263239	0.4222272138
911	0.6106132879	0.4221833792
912	0.6108255099	0.4221246206
913	0.6109411822	0.4220837375
914	0.6110722727	0.4220182621
915	0.6112576715	0.4219723982
916	0.6113745018	0.421925478
917	0.6114653981	0.4218826378
918	0.611669517	0.4218140483
919	0.6118291803	0.4217509832
920	0.6120670523	0.4216950762
921	0.612232377	0.4216337314
922	0.6123406216	0.4215628557
923	0.612561531	0.4215102349
924	0.6128536117	0.4214397504
925	0.612936131	0.4214120161
926	0.6130531739	0.4213703422
927	0.613250858	0.4213272125
928	0.613374864	0.4212932102
929	0.6135708159	0.4212280116
930	0.6136441495	0.4211898144
931	0.6137667832	0.421140855
932	0.6138544771	0.4211127398
933	0.6140154516	0.421057974
934	0.6141321958	0.421014105
935	0.6142466591	0.4209889452
936	0.6143754481	0.4209426706
937	0.6144933934	0.4208811956
938	0.614685636	0.4208352922
939	0.6148160331	0.4207840183
940	0.6150249332	0.420718731
941	0.6150549198	0.4207072846
942	0.6151408578	0.4206818427
943	0.6153155771	0.4206419031
944	0.6155051989	0.4205847436
945	0.6156565425	0.4205176041
946	0.6157780555	0.4204702793
947	0.6158256331	0.4204457718
948	0.6158833273	0.4204210119
949	0.6159926768	0.4203844954
950	0.6160787152	0.4203511165
951	0.6162465283	0.4202927864
952	0.6163969268	0.4202303136
953	0.6165249748	0.4201791084
954	0.6166627053	0.420141154
955	0.6168186747	0.4200853668
956	0.6168927648	0.4200611112
957	0.617007874	0.4200177434
958	0.6172084304	0.4199664337
959	0.6173794149	0.4199274141
960	0.6174052227	0.4199052111
961	0.6174506821	0.4198779495
962	0.6175843905	0.4198177105
963	0.6177517447	0.4197619733
964	0.6178806162	0.4197231707
965	0.6180345427	0.4196758031
966	0.6182038102	0.419615374
967	0.6184614615	0.4195383295
968	0.6185297211	0.4195145341
969	0.6185568691	0.4194977273
970	0.6186162591	0.4194787589
971	0.6187345068	0.4194459302
972	0.6188100329	0.419409124
973	0.6190263057	0.4193538079
974	0.6192047817	0.4192961651
975	0.6194088404	0.4192301834
976	0.6194911237	0.4191999122
977	0.6196020913	0.4191572277
978	0.6198293434	0.4190991933
979	0.6200263852	0.4190504217
980	0.6202117641	0.4189961756
981	0.6203377039	0.4189445808
982	0.6204991795	0.4189016203
983	0.6206883553	0.4188239576
984	0.6207175736	0.4188077457
985	0.6208696424	0.4187353178
986	0.6210525384	0.4186757814
987	0.6211886956	0.4186305733
988	0.6212453625	0.4186114692
989	0.621405995	0.4185678232
990	0.6214161345	0.4185617893
991	0.6215546462	0.4185201847
992	0.6216273056	0.4184850227
993	0.6216366773	0.4184718594
994	0.6217743935	0.4184314714
995	0.6219343093	0.418379742
996	0.6220390072	0.4183296049
997	0.6221398914	0.418300123
998	0.6222835616	0.4182558483
999	0.6223925449	0.4182290152
